time_iso,time_unix,electric_powerDemand,gnss_altitude,gnss_course,gnss_latitude,gnss_longitude,itcs_busRoute,itcs_numberOfPassengers,itcs_stopName,odometry_articulationAngle,odometry_steeringAngle,odometry_vehicleSpeed,odometry_wheelSpeed_fl,odometry_wheelSpeed_fr,odometry_wheelSpeed_ml,odometry_wheelSpeed_mr,odometry_wheelSpeed_rl,odometry_wheelSpeed_rr,status_doorIsOpen,status_gridIsAvailable,status_haltBrakeIsActive,status_parkBrakeIsActive,temperature_ambient,traction_brakePressure,traction_tractionForce
"2021-11-18T14:15:10Z",1637244910,28513.54,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0,0,0,0,0,0,0,0,1,1,1,291.15,249166.7,0
"2021-11-18T14:15:11Z",1637244911,28966.17,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0,0,0,0,0,0,0,0,1,1,1,291.15,249166.7,0
"2021-11-18T14:15:12Z",1637244912,28249.39,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0.004458189,0,0,0,0,0,0,0,0,1,1,1,291.15,249166.7,0
"2021-11-18T14:15:13Z",1637244913,28483.25,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0,0,0,0,0,0,0,0,1,1,1,291.15,249166.7,0
"2021-11-18T14:15:14Z",1637244914,28792.99,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0,0,0,0,0,0,0,0,1,1,1,291.15,249166.7,0
"2021-11-18T14:15:15Z",1637244915,28452.6,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0,0,0,0,0,0,0,0,1,1,1,291.15,249166.7,0
"2021-11-18T14:15:16Z",1637244916,28600.53,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0.004268478,0,0,0,0,0,0,0,0,1,1,1,291.15,249166.7,0
"2021-11-18T14:15:17Z",1637244917,28515.2,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0,0,0,0,0,0,0,0,1,1,1,291.15,249166.7,0
"2021-11-18T14:15:18Z",1637244918,28599.05,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0.00445617,0,0,0,0,0,0,0,0,1,1,1,291.15,249166.7,0
"2021-11-18T14:15:19Z",1637244919,28658.49,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0.004270496,0,0,0,0,0,0,0,0,1,1,1,291.15,248758.9,0
"2021-11-18T14:15:20Z",1637244920,27688.95,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0.00445617,0,0,0,0,0,0,0,0,1,1,1,291.15,249166.7,0
"2021-11-18T14:15:21Z",1637244921,28216.75,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0,0,0,0,0,0,0,0,1,1,1,291.15,249166.7,0
"2021-11-18T14:15:22Z",1637244922,28254.66,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0.008726667,0,0,0,0,0,0,0,0,1,1,1,291.15,249166.7,0
"2021-11-18T14:15:23Z",1637244923,27492.71,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0.004410251,0,0,0,0,0,0,0,0,1,1,1,291.15,248754.5,0
"2021-11-18T14:15:24Z",1637244924,27929.47,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0.008726667,0,0,0,0,0,0,0,0,1,1,1,291.15,248741.1,0
"2021-11-18T14:15:25Z",1637244925,27832.03,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0,0,0,0,0,0,0,0,1,1,1,291.15,249166.7,0
"2021-11-18T14:15:26Z",1637244926,27637.65,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0,0,0,0,0,0,0,0,1,1,1,291.15,249166.7,0
"2021-11-18T14:15:27Z",1637244927,27907.6,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0,0,0,0,0,0,0,0,1,1,1,291.15,249578.9,0
"2021-11-18T14:15:28Z",1637244928,27840.42,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0,0,0,0,0,0,0,0,1,1,1,291.15,248745.6,0
"2021-11-18T14:15:29Z",1637244929,28097.39,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0,0,0,0,0,0,0,0,1,1,1,291.15,248745.5,0
"2021-11-18T14:15:30Z",1637244930,27821.86,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0,0,0,0,0,0,0,0,1,1,1,291.15,248333.3,0
"2021-11-18T14:15:31Z",1637244931,28028.69,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0,0,0,0,0,0,0,0,1,1,1,291.15,249166.7,0
"2021-11-18T14:15:32Z",1637244932,28461.24,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0,0,0,0,0,0,0,0,1,1,1,291.15,249166.7,0
"2021-11-18T14:15:33Z",1637244933,27719.67,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0.004316416,0,0,0,0,0,0,0,0,0,1,1,291.15,249166.7,0
"2021-11-18T14:15:34Z",1637244934,27935.61,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0.004363333,0,0,0,0,0,0,0,0,0,1,1,291.15,249166.7,0
"2021-11-18T14:15:35Z",1637244935,28315,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0,0,0,0,0,0,0,0,0,1,1,291.15,249166.7,0
"2021-11-18T14:15:36Z",1637244936,27606.24,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0,0,0,0,0,0,0,0,0,1,1,291.15,249166.7,0
"2021-11-18T14:15:37Z",1637244937,27726.91,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0.004410251,0,0,0,0,0,0,0,0,0,1,1,291.15,249166.7,0
"2021-11-18T14:15:38Z",1637244938,27960.29,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0.004363333,0,0,0,0,0,0,0,0,0,1,1,291.15,247916.7,0
"2021-11-18T14:15:39Z",1637244939,27576.26,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0,0,0,0,0,0,0,0,0,1,1,291.15,248324.6,0
"2021-11-18T14:15:40Z",1637244940,27664.31,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0,0,0,0,0,0,0,0,0,1,1,291.15,248750,0
"2021-11-18T14:15:41Z",1637244941,27683.34,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0,0,0,0,0,0,0,0,0,1,1,291.15,248333.3,0
"2021-11-18T14:15:42Z",1637244942,27815.43,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0,0,0,0,0,0,0,0,0,1,1,291.15,248333.3,0
"2021-11-18T14:15:43Z",1637244943,27710.18,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0,0,0,0,0,0,0,0,0,1,1,291.15,248333.3,0
"2021-11-18T14:15:44Z",1637244944,27340.51,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0,0,0,0,0,0,0,0,0,1,1,291.15,248750,0
"2021-11-18T14:15:45Z",1637244945,27854.05,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0,0,0,0,0,0,0,0,0,1,1,291.15,248750,0
"2021-11-18T14:15:46Z",1637244946,27601.85,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0,0,0,0,0,0,0,0,0,1,1,291.15,248333.3,0
"2021-11-18T14:15:47Z",1637244947,27055.62,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0,0,0,0,0,0,0,0,0,1,1,291.15,248333.3,0
"2021-11-18T14:15:48Z",1637244948,27744.19,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0,0,0,0,0,0,0,0,0,1,1,291.15,248333.3,0
"2021-11-18T14:15:49Z",1637244949,27492.33,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0,0,0,0,0,0,0,0,0,1,1,291.15,248333.3,0
"2021-11-18T14:15:50Z",1637244950,27095.1,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0,0,0,0,0,0,0,0,0,1,1,291.15,248333.3,0
"2021-11-18T14:15:51Z",1637244951,27638.72,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0,0,0,0,0,0,0,0,0,1,1,291.15,248333.3,0
"2021-11-18T14:15:52Z",1637244952,27590.29,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0,0,0,0,0,0,0,0,0,1,1,291.15,248333.3,0
"2021-11-18T14:15:53Z",1637244953,27610.77,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0,0,0,0,0,0,0,0,0,1,1,291.15,248333.3,0
"2021-11-18T14:15:54Z",1637244954,27699.24,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0,0,0,0,0,0,0,0,0,1,1,291.15,248333.3,0
"2021-11-18T14:15:55Z",1637244955,27717.39,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0,0,0,0,0,0,0,0,0,1,1,291.15,248333.3,0
"2021-11-18T14:15:56Z",1637244956,28031.55,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0,0,0,0,0,0,0,0,0,1,1,291.15,248333.3,0
"2021-11-18T14:15:57Z",1637244957,27671.54,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0,0,0,0,0,0,0,0,0,1,1,291.15,248333.3,0
"2021-11-18T14:15:58Z",1637244958,27627.14,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0,0,0,0,0,0,0,0,0,1,1,291.15,248333.3,0
"2021-11-18T14:15:59Z",1637244959,28055.47,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0,0,0,0,0,0,0,0,0,1,1,291.15,248333.3,0
"2021-11-18T14:16:00Z",1637244960,27523.7,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0,0,0,0,0,0,0,0,0,1,1,291.15,247921,0
"2021-11-18T14:16:01Z",1637244961,27477.6,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0,0,0,0,0,0,0,0,0,1,1,291.15,248333.3,0
"2021-11-18T14:16:02Z",1637244962,27849.34,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0,0,0,0,0,0,0,0,0,1,1,291.15,248333.3,0
"2021-11-18T14:16:03Z",1637244963,27498.53,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0,0,0,0,0,0,0,0,0,1,1,291.15,248333.3,0
"2021-11-18T14:16:04Z",1637244964,27427.74,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0,0,0,0,0,0,0,0,0,1,1,291.15,248333.3,0
"2021-11-18T14:16:05Z",1637244965,27589.01,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0,0,0,0,0,0,0,0,0,1,1,291.15,257464.5,0
"2021-11-18T14:16:06Z",1637244966,27689.36,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0,0,0,0,0,0,0,0,0,1,1,291.15,252092.2,0
"2021-11-18T14:16:07Z",1637244967,27644.51,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0,0,0,0,0,0,0,0,0,1,0,291.15,249166.7,0
"2021-11-18T14:16:08Z",1637244968,27638.21,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0,0,0,0,0,0,0,0,0,1,0,291.15,247500,-2.685294
"2021-11-18T14:16:09Z",1637244969,29411.26,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0.008365137,0,0,0,0,0,0,0,0,1,0,291.15,247500,2813.339
"2021-11-18T14:16:10Z",1637244970,30961.85,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0.04011981,0,0,0,0,0,0,0,0,1,0,291.15,430.1075,9857.229
"2021-11-18T14:16:11Z",1637244971,33138.1,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0.3390507,0,0,0,0,0,0,0,0,0,0,291.15,0,9209.924
"2021-11-18T14:16:12Z",1637244972,34766.64,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0,0.6364433,0.6178621,0.6178621,0.6178621,0.6178621,0.6178621,0.6178621,0,0,0,0,291.15,0,8247.531
