time_iso,time_unix,electric_powerDemand,gnss_altitude,gnss_course,gnss_latitude,gnss_longitude,itcs_busRoute,itcs_numberOfPassengers,itcs_stopName,odometry_articulationAngle,odometry_steeringAngle,odometry_vehicleSpeed,odometry_wheelSpeed_fl,odometry_wheelSpeed_fr,odometry_wheelSpeed_ml,odometry_wheelSpeed_mr,odometry_wheelSpeed_rl,odometry_wheelSpeed_rr,status_doorIsOpen,status_gridIsAvailable,status_haltBrakeIsActive,status_parkBrakeIsActive,temperature_ambient,traction_brakePressure,traction_tractionForce
"2021-03-31T13:58:49Z",1617199129,52687.36,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,1,1,1,295.15,256666.7,0
"2021-03-31T13:58:50Z",1617199130,52730.56,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,1,1,1,295.15,256666.7,0
"2021-03-31T13:58:51Z",1617199131,52711.36,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,1,1,1,295.15,256105.2,0
"2021-03-31T13:58:52Z",1617199132,52826.93,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,1,1,1,295.15,256666.7,0
"2021-03-31T13:58:53Z",1617199133,52962.39,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,1,1,1,295.15,256666.7,0
"2021-03-31T13:58:54Z",1617199134,52785.62,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,1,1,1,295.15,256666.7,0
"2021-03-31T13:58:55Z",1617199135,52771.61,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,1,1,1,295.15,256666.7,0
"2021-03-31T13:58:56Z",1617199136,52598.06,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,1,1,1,295.15,256666.7,0
"2021-03-31T13:58:57Z",1617199137,52474.29,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,1,1,1,295.15,256666.7,0
"2021-03-31T13:58:58Z",1617199138,52437.25,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,1,1,1,295.15,256666.7,0
"2021-03-31T13:58:59Z",1617199139,52416.62,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,1,1,1,295.15,261666.7,0
"2021-03-31T13:59:00Z",1617199140,52435.97,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,1,1,1,295.15,261666.7,0
"2021-03-31T13:59:01Z",1617199141,52681.61,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,1,1,1,295.15,261666.7,0
"2021-03-31T13:59:02Z",1617199142,52729.27,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,1,1,1,295.15,261666.7,0
"2021-03-31T13:59:03Z",1617199143,52738.88,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,1,1,1,295.15,261666.7,0
"2021-03-31T13:59:04Z",1617199144,52866.4,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,1,1,1,295.15,261666.7,0
"2021-03-31T13:59:05Z",1617199145,52875.34,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,1,1,1,295.15,261666.7,0
"2021-03-31T13:59:06Z",1617199146,52883.44,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,1,1,1,295.15,261666.7,0
"2021-03-31T13:59:07Z",1617199147,52828.45,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,1,1,1,295.15,261666.7,0
"2021-03-31T13:59:08Z",1617199148,52837.33,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,1,1,1,295.15,261666.7,0
"2021-03-31T13:59:09Z",1617199149,52683.88,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,1,1,1,295.15,261666.7,0
"2021-03-31T13:59:10Z",1617199150,52577.14,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,1,1,1,295.15,261666.7,0
"2021-03-31T13:59:11Z",1617199151,52713.2,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,1,1,1,295.15,261666.7,0
"2021-03-31T13:59:12Z",1617199152,52732.36,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,1,1,1,295.15,261666.7,0
"2021-03-31T13:59:13Z",1617199153,52790.11,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,1,1,1,295.15,261123.2,0
"2021-03-31T13:59:14Z",1617199154,52913.97,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,1,1,1,295.15,261129,0
"2021-03-31T13:59:15Z",1617199155,52956.91,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,1,1,1,295.15,260000,0
"2021-03-31T13:59:16Z",1617199156,52315.02,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,1,1,1,295.15,260000,0
"2021-03-31T13:59:17Z",1617199157,52209.97,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,1,1,1,295.15,260000,0
"2021-03-31T13:59:18Z",1617199158,52215.31,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,1,1,1,295.15,260000,0
"2021-03-31T13:59:19Z",1617199159,52058.37,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,1,1,1,295.15,260000,0
"2021-03-31T13:59:20Z",1617199160,51956.17,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,1,1,1,295.15,260000,0
"2021-03-31T13:59:21Z",1617199161,51812.77,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,1,1,1,295.15,260000,0
"2021-03-31T13:59:22Z",1617199162,51683.78,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,1,1,1,295.15,260000,0
"2021-03-31T13:59:23Z",1617199163,51628.3,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,1,1,1,295.15,260000,0
"2021-03-31T13:59:24Z",1617199164,51660.13,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,0,1,1,295.15,260000,0
"2021-03-31T13:59:25Z",1617199165,51619.37,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,0,1,1,295.15,260000,0
"2021-03-31T13:59:26Z",1617199166,51718.41,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,0,1,1,295.15,260000,0
"2021-03-31T13:59:27Z",1617199167,51698.53,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,0,1,1,295.15,260000,0
"2021-03-31T13:59:28Z",1617199168,51730.91,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,0,1,1,295.15,260000,0
"2021-03-31T13:59:29Z",1617199169,51733.7,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,0,1,1,295.15,259731.2,0
"2021-03-31T13:59:30Z",1617199170,51848.55,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,0,1,1,295.15,260000,0
"2021-03-31T13:59:31Z",1617199171,51778.79,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,0,1,1,295.15,260000,0
"2021-03-31T13:59:32Z",1617199172,51691.33,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,0,1,1,295.15,260000,0
"2021-03-31T13:59:33Z",1617199173,51594.5,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,0,1,1,295.15,260000,0
"2021-03-31T13:59:34Z",1617199174,51510.54,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,0,1,1,295.15,260000,0
"2021-03-31T13:59:35Z",1617199175,51415.79,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,0,1,1,295.15,260000,0
"2021-03-31T13:59:36Z",1617199176,51345.41,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,0,1,1,295.15,260000,0
"2021-03-31T13:59:37Z",1617199177,51312.09,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,0,1,1,295.15,260000,0
"2021-03-31T13:59:38Z",1617199178,51292.1,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,0,1,1,295.15,260000,0
"2021-03-31T13:59:39Z",1617199179,51348.75,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,0,1,1,295.15,260000,0
"2021-03-31T13:59:40Z",1617199180,51451.46,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,0,1,1,295.15,260000,0
"2021-03-31T13:59:41Z",1617199181,51534.39,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,0,1,1,295.15,260000,0
"2021-03-31T13:59:42Z",1617199182,51549.11,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,0,1,1,295.15,260000,0
"2021-03-31T13:59:43Z",1617199183,51526.98,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,0,1,1,295.15,259432.2,0
"2021-03-31T13:59:44Z",1617199184,51442.26,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,0,1,1,295.15,259731.2,0
"2021-03-31T13:59:45Z",1617199185,51356.86,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,0,1,1,295.15,260036.6,0
"2021-03-31T13:59:46Z",1617199186,51318.98,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,0,1,1,295.15,259435.5,0
"2021-03-31T13:59:47Z",1617199187,51857.79,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,0,1,0,295.15,256666.7,-3.471719
"2021-03-31T13:59:48Z",1617199188,51961.46,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0,0,0,0,0,0,0,0,0,1,0,295.15,255000,4.777721
"2021-03-31T13:59:49Z",1617199189,52839.51,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,-0.02495085,0,0,0,0,0,0,0,0,1,0,295.15,29601.45,8445.359
"2021-03-31T13:59:50Z",1617199190,62948.7,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.02618,0.4966599,0.0007154304,0.3670158,0.0007154304,0.0007154304,0.0007154304,0.3670158,0,0,0,0,295.15,0,14757.67
"2021-03-31T13:59:51Z",1617199191,66988.8,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.05236,0.008726667,0.9592775,0.9815633,0.9815633,0.9815633,0.9815633,0.975902,0.9932632,0,0,0,0,295.15,0,12113.05
"2021-03-31T13:59:52Z",1617199192,59803.57,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.02618,0,1.23345,1.194614,1.194614,1.194614,1.194614,1.194614,1.206061,0,0,0,0,295.15,0,3277.096
"2021-03-31T13:59:53Z",1617199193,115594.2,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.008726667,0,2.031616,2.094613,2.094613,2.094613,2.094613,2.094613,2.123612,0,0,0,0,295.15,0,25884.88
"2021-03-31T13:59:54Z",1617199194,137146.6,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0.01745333,3.182659,3.24207,3.24207,3.253015,3.253015,3.24207,3.276792,0,0,0,0,295.15,0,23598.96
"2021-03-31T13:59:55Z",1617199195,117932.7,NaN,NaN,NaN,NaN,"-",NaN,"-",0.02618,0,4.111781,4.165081,4.165081,4.165081,4.165081,4.182442,4.188356,0,0,0,0,295.15,0,15427.53
"2021-03-31T13:59:56Z",1617199196,104298.8,NaN,NaN,NaN,NaN,"-",NaN,"-",0.03490667,-0.008726667,4.62389,4.671802,4.671802,4.677652,4.689163,4.671802,4.671802,0,0,0,0,295.15,0,10868.07
"2021-03-31T13:59:57Z",1617199197,91110.88,NaN,NaN,NaN,NaN,"-",NaN,"-",0.03490667,0,4.951683,4.994658,4.994658,5.006296,4.977297,4.994658,4.994658,0,0,0,0,295.15,0,7738.648
"2021-03-31T13:59:58Z",1617199198,52941.03,NaN,NaN,NaN,NaN,"-",NaN,"-",0.03490667,0.008726667,5.046837,5.070938,5.070938,5.064964,5.082325,5.059551,5.059551,0,0,0,0,295.15,0,62.79268
"2021-03-31T13:59:59Z",1617199199,52607.91,NaN,NaN,NaN,NaN,"-",NaN,"-",0.03490667,0,4.798673,4.834664,4.834664,4.834664,4.823217,4.834664,4.834664,0,0,0,0,295.15,0,-50.69924
"2021-03-31T14:00:00Z",1617199200,49326.19,NaN,NaN,NaN,NaN,"-",NaN,"-",0.03490667,0,4.668283,4.699448,4.699448,4.699448,4.676425,4.687937,4.682086,0,0,0,0,295.15,0,-756.2761
"2021-03-31T14:00:01Z",1617199201,51474.38,NaN,NaN,NaN,NaN,"-",NaN,"-",0.03490667,0,4.519369,4.538172,4.538172,4.520811,4.549319,4.538172,4.538172,0,0,0,0,295.15,0,-447.1374
"2021-03-31T14:00:02Z",1617199202,52820.29,NaN,NaN,NaN,NaN,"-",NaN,"-",0.03490667,0,4.407931,4.43766,4.43766,4.431746,4.426213,4.43766,4.420299,0,0,0,0,295.15,0,-4.764988
"2021-03-31T14:00:03Z",1617199203,43837.52,NaN,NaN,NaN,NaN,"-",NaN,"-",0.03490667,0,4.222107,4.248572,4.248572,4.231211,4.248572,4.237371,4.248572,0,0,0,0,295.15,0,-2181.661
"2021-03-31T14:00:04Z",1617199204,19747.88,NaN,NaN,NaN,NaN,"-",NaN,"-",0.03490667,0.02618,3.813202,3.820637,3.843149,3.797171,3.820637,3.814532,3.820637,0,0,0,0,295.15,0,-9383.299
"2021-03-31T14:00:05Z",1617199205,52281.26,NaN,NaN,NaN,NaN,"-",NaN,"-",0.02364645,0.06108667,3.415908,3.411983,3.446706,3.411983,3.429345,3.411983,3.429345,0,0,0,0,295.15,0,-431.3307
"2021-03-31T14:00:06Z",1617199206,85996.07,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,0.06108667,3.546199,3.570511,3.605233,3.576616,3.593977,3.587872,3.605233,0,0,0,0,295.15,0,9194.896
"2021-03-31T14:00:07Z",1617199207,52280.52,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,0.03490667,3.636929,3.655861,3.690584,3.644605,3.673223,3.644605,3.679327,0,0,0,0,295.15,0,47.10998
"2021-03-31T14:00:08Z",1617199208,52443.03,NaN,NaN,NaN,NaN,"-",NaN,"-",0.008726667,-0.008726667,3.548809,3.572626,3.572626,3.561544,3.572626,3.544183,3.578906,0,0,0,0,295.15,0,3.215182
"2021-03-31T14:00:09Z",1617199209,53283.1,NaN,NaN,NaN,NaN,"-",NaN,"-",0.05790507,-0.2228936,3.424955,3.580808,3.385134,3.500332,3.356741,3.430888,3.47194,0,0,0,0,295.15,0,1.426982
"2021-03-31T14:00:10Z",1617199210,33947.52,NaN,NaN,NaN,NaN,"-",NaN,"-",0.2120959,-0.5581272,3.139933,3.64088,3.189491,3.35178,2.912468,3.206852,3.143446,0,0,0,0,295.15,0,-6564.189
"2021-03-31T14:00:11Z",1617199211,52671.12,NaN,NaN,NaN,NaN,"-",NaN,"-",0.4040159,-0.8023738,2.800002,3.619637,3.041569,3.099757,2.515585,2.920041,2.723918,0,0,0,0,295.15,0,-629.2318
"2021-03-31T14:00:12Z",1617199212,65921.63,NaN,NaN,NaN,NaN,"-",NaN,"-",0.5961282,-0.8813933,2.680432,3.685415,3.089157,3.037073,2.377351,2.811379,2.470137,0,0,0,0,295.15,0,4477.666
"2021-03-31T14:00:13Z",1617199213,68586.5,NaN,NaN,NaN,NaN,"-",NaN,"-",0.7155867,-0.8058929,2.829259,3.730884,3.140606,3.192689,2.544281,2.891503,2.376717,0,0,0,0,295.15,0,5564.429
"2021-03-31T14:00:14Z",1617199214,69884.07,NaN,NaN,NaN,NaN,"-",NaN,"-",0.73304,-0.7186553,3.062976,3.793224,3.237669,3.393919,2.786279,3.046696,2.445162,0,0,0,0,295.15,0,5849.164
"2021-03-31T14:00:15Z",1617199215,72060.51,NaN,NaN,NaN,NaN,"-",NaN,"-",0.6981333,-0.5994251,3.284198,3.869997,3.383886,3.574858,3.065406,3.244997,2.619997,0,0,0,0,295.15,0,6014.296
"2021-03-31T14:00:16Z",1617199216,88886.15,NaN,NaN,NaN,NaN,"-",NaN,"-",0.5733126,-0.3407322,3.582091,3.856995,3.567123,3.746782,3.474271,3.595798,2.98816,0,0,0,0,295.15,0,9840.84
"2021-03-31T14:00:17Z",1617199217,93447.12,NaN,NaN,NaN,NaN,"-",NaN,"-",0.3904719,-0.04465454,3.9369,4.002314,3.961127,3.995849,3.972024,4.041468,3.537996,0,0,0,0,295.15,0,10260.9
"2021-03-31T14:00:18Z",1617199218,69276.88,NaN,NaN,NaN,NaN,"-",NaN,"-",0.171955,0.1509317,4.145634,4.130342,4.291721,4.141587,4.234509,4.24674,4.020059,0,0,0,0,295.15,0,5305.694
"2021-03-31T14:00:19Z",1617199219,31779.49,NaN,NaN,NaN,NaN,"-",NaN,"-",0.003130217,0.2268933,3.960923,3.931136,4.13947,3.883959,4.052664,3.994353,3.994353,0,0,0,0,295.15,0,-4920.479
"2021-03-31T14:00:20Z",1617199220,19424.88,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.06108667,0.2181667,3.383821,3.340186,3.513797,3.299237,3.444353,3.340186,3.420764,0,0,0,0,295.15,0,-10556.69
"2021-03-31T14:00:21Z",1617199221,15782.75,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.07854,0.1427913,2.571845,2.538669,2.608114,2.503947,2.573391,2.503947,2.573391,0,0,0,0,295.15,0,-16394.59
"2021-03-31T14:00:22Z",1617199222,29848.91,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.07854,0.10472,1.554401,1.514661,1.549383,1.497299,1.532022,1.486111,1.532022,0,0,0,0,295.15,0,-18603.21
"2021-03-31T14:00:23Z",1617199223,50150.36,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.06981333,0.10472,0.5165433,0,0,0,0,0,0,0,0,0,0,295.15,66512.68,-6316.582
"2021-03-31T14:00:24Z",1617199224,51904.72,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.06981333,0.10472,0.127891,0,0,0,0,0,0,0,0,0,0,295.15,48333.33,8.289914
"2021-03-31T14:00:25Z",1617199225,51926.64,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.06981333,0.10472,0,0,0,0,0,0,0,0,0,0,0,295.15,244725.3,0.9190779
"2021-03-31T14:00:26Z",1617199226,51925.89,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.06981333,0.10472,-0.006970133,0,0,0,0,0,0,0,0,1,0,295.15,244166.7,3525.387
"2021-03-31T14:00:27Z",1617199227,54202.82,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.06981333,0.10472,0.01343363,0,0,0,0,0,0,0,0,1,0,295.15,240833.3,8817.021
"2021-03-31T14:00:28Z",1617199228,62015.98,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.06981333,0.10472,0.22526,0,0,0,0,0,0,0,0,1,0,295.15,0,17776.21
"2021-03-31T14:00:29Z",1617199229,86411.91,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.06981333,0.10472,1.189942,1.247711,1.247711,1.247711,1.253816,1.23035,1.247711,0,0,0,0,295.15,0,22480.59
"2021-03-31T14:00:30Z",1617199230,98403.41,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.06981333,0.0817498,2.156658,2.197029,2.231751,2.197029,2.231751,2.197029,2.242727,0,0,0,0,295.15,0,19635.79
"2021-03-31T14:00:31Z",1617199231,95236.55,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.04363333,0.05542872,2.820776,2.835465,2.882398,2.847676,2.876293,2.858932,2.911015,0,0,0,0,295.15,0,14048.09
"2021-03-31T14:00:32Z",1617199232,95283.54,NaN,NaN,NaN,NaN,"-",NaN,"-",-0.02059101,0.03490667,3.454324,3.486158,3.52088,3.4924,3.533364,3.4924,3.539606,0,0,0,0,295.15,0,12205.59
"2021-03-31T14:00:33Z",1617199233,57308.89,NaN,NaN,NaN,NaN,"-",NaN,"-",-0,0,3.793458,3.846766,3.846766,3.829405,3.846766,3.805464,3.840187,0,0,0,0,295.15,0,1553.453
"2021-03-31T14:00:34Z",1617199234,56654.86,NaN,NaN,NaN,NaN,"-",NaN,"-",0.01745333,0,3.939865,3.972756,3.972756,3.972756,3.961637,3.972756,3.978999,0,0,0,0,295.15,0,1208.501
"2021-03-31T14:00:35Z",1617199235,51785.85,NaN,NaN,NaN,NaN,"-",NaN,"-",0.02618,0,4.085987,4.182117,4.182117,4.147395,4.151924,4.130034,4.151924,0,0,0,0,295.15,0,83.59599
